"","Name","Link"
"1096","Steakhouse Piet de Leeuw","http://www.tripadvisor.com/Restaurant_Review-g188590-d1597162-Reviews-Steakhouse_Piet_de_Leeuw-Amsterdam_North_Holland_Province.html"
"1097","Casa Di Maggio","http://www.tripadvisor.com/Restaurant_Review-g188590-d3568660-Reviews-Casa_Di_Maggio-Amsterdam_North_Holland_Province.html"
"1098","Societe Wunderbar","http://www.tripadvisor.com/Restaurant_Review-g188590-d4721905-Reviews-Societe_Wunderbar-Amsterdam_North_Holland_Province.html"
"1099","Traiteur Peperwortel","http://www.tripadvisor.com/Restaurant_Review-g188590-d783311-Reviews-Traiteur_Peperwortel-Amsterdam_North_Holland_Province.html"
"1100","Cafe 't Singeltje","http://www.tripadvisor.com/Restaurant_Review-g188590-d2254579-Reviews-Cafe_t_Singeltje-Amsterdam_North_Holland_Province.html"
"1101","Porto Marina","http://www.tripadvisor.com/Restaurant_Review-g188590-d5971393-Reviews-Porto_Marina-Amsterdam_North_Holland_Province.html"
"1102","RAZMATAZ","http://www.tripadvisor.com/Restaurant_Review-g188590-d1415631-Reviews-RAZMATAZ-Amsterdam_North_Holland_Province.html"
"1103","La Casona","http://www.tripadvisor.com/Restaurant_Review-g188590-d3568504-Reviews-La_Casona-Amsterdam_North_Holland_Province.html"
"1104","Le Pub Leidseplein","http://www.tripadvisor.com/Restaurant_Review-g188590-d2322919-Reviews-Le_Pub_Leidseplein-Amsterdam_North_Holland_Province.html"
"1105","Restaurant Old School Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d4932666-Reviews-Restaurant_Old_School_Amsterdam-Amsterdam_North_Holland_Province.html"
"1106","Wagamama Zuidplein - Wtc","http://www.tripadvisor.com/Restaurant_Review-g188590-d6894008-Reviews-Wagamama_Zuidplein_Wtc-Amsterdam_North_Holland_Province.html"
"1107","Berry","http://www.tripadvisor.com/Restaurant_Review-g188590-d6947158-Reviews-Berry-Amsterdam_North_Holland_Province.html"
"1108","Wagamama","http://www.tripadvisor.com/Restaurant_Review-g188590-d1045235-Reviews-Wagamama-Amsterdam_North_Holland_Province.html"
"1109","Bo Cinq","http://www.tripadvisor.com/Restaurant_Review-g188590-d2042751-Reviews-Bo_Cinq-Amsterdam_North_Holland_Province.html"
"1110","Per Tutti","http://www.tripadvisor.com/Restaurant_Review-g188590-d1114256-Reviews-Per_Tutti-Amsterdam_North_Holland_Province.html"
"1111","Toetanchamon","http://www.tripadvisor.com/Restaurant_Review-g188590-d2524743-Reviews-Toetanchamon-Amsterdam_North_Holland_Province.html"
"1112","Indonesisch Restaurant Srikandi","http://www.tripadvisor.com/Restaurant_Review-g188590-d6995757-Reviews-Indonesisch_Restaurant_Srikandi-Amsterdam_North_Holland_Province.html"
"1113","Do Brasil","http://www.tripadvisor.com/Restaurant_Review-g188590-d3191953-Reviews-Do_Brasil-Amsterdam_North_Holland_Province.html"
"1114","Bar Baarsch","http://www.tripadvisor.com/Restaurant_Review-g188590-d2347252-Reviews-Bar_Baarsch-Amsterdam_North_Holland_Province.html"
"1115","De Stadskantine","http://www.tripadvisor.com/Restaurant_Review-g188590-d3589298-Reviews-De_Stadskantine-Amsterdam_North_Holland_Province.html"
"1116","Foyer Popup Restaurant","http://www.tripadvisor.com/Restaurant_Review-g188590-d7219338-Reviews-Foyer_Popup_Restaurant-Amsterdam_North_Holland_Province.html"
"1117","Margarida","http://www.tripadvisor.com/Restaurant_Review-g188590-d4843277-Reviews-Margarida-Amsterdam_North_Holland_Province.html"
"1118","Go Sushi","http://www.tripadvisor.com/Restaurant_Review-g188590-d1113416-Reviews-Go_Sushi-Amsterdam_North_Holland_Province.html"
"1119","Restaurant Algiers","http://www.tripadvisor.com/Restaurant_Review-g188590-d4501252-Reviews-Restaurant_Algiers-Amsterdam_North_Holland_Province.html"
"1120","Blom","http://www.tripadvisor.com/Restaurant_Review-g188590-d2022517-Reviews-Blom-Amsterdam_North_Holland_Province.html"
"1121","New York steakhouse","http://www.tripadvisor.com/Restaurant_Review-g188590-d3254042-Reviews-New_York_steakhouse-Amsterdam_North_Holland_Province.html"
"1122","Desa","http://www.tripadvisor.com/Restaurant_Review-g188590-d1846863-Reviews-Desa-Amsterdam_North_Holland_Province.html"
"1123","Cafe Wheels","http://www.tripadvisor.com/Restaurant_Review-g188590-d2622889-Reviews-Cafe_Wheels-Amsterdam_North_Holland_Province.html"
"1124","Cook Kai, Thai Kitchen","http://www.tripadvisor.com/Restaurant_Review-g188590-d696907-Reviews-Cook_Kai_Thai_Kitchen-Amsterdam_North_Holland_Province.html"
"1125","Temple Bar","http://www.tripadvisor.com/Restaurant_Review-g188590-d7247547-Reviews-Temple_Bar-Amsterdam_North_Holland_Province.html"
"1126","Waterkant","http://www.tripadvisor.com/Restaurant_Review-g188590-d6961567-Reviews-Waterkant-Amsterdam_North_Holland_Province.html"
"1127","Bar Spek","http://www.tripadvisor.com/Restaurant_Review-g188590-d3418462-Reviews-Bar_Spek-Amsterdam_North_Holland_Province.html"
"1128","Chutima's","http://www.tripadvisor.com/Restaurant_Review-g188590-d2077177-Reviews-Chutima_s-Amsterdam_North_Holland_Province.html"
"1129","Royal Fook Long","http://www.tripadvisor.com/Restaurant_Review-g188590-d7362072-Reviews-Royal_Fook_Long-Amsterdam_North_Holland_Province.html"
"1130","RUIS food&drinks","http://www.tripadvisor.com/Restaurant_Review-g188590-d3544138-Reviews-RUIS_food_drinks-Amsterdam_North_Holland_Province.html"
"1131","Cafe Het Paleis","http://www.tripadvisor.com/Restaurant_Review-g188590-d2455316-Reviews-Cafe_Het_Paleis-Amsterdam_North_Holland_Province.html"
"1132","n.a.p Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d1026933-Reviews-N_a_p_Amsterdam-Amsterdam_North_Holland_Province.html"
"1133","Eau de Vie","http://www.tripadvisor.com/Restaurant_Review-g188590-d944790-Reviews-Eau_de_Vie-Amsterdam_North_Holland_Province.html"
"1134","Mai Thai","http://www.tripadvisor.com/Restaurant_Review-g188590-d1645748-Reviews-Mai_Thai-Amsterdam_North_Holland_Province.html"
"1135","Cafe George","http://www.tripadvisor.com/Restaurant_Review-g188590-d1931133-Reviews-Cafe_George-Amsterdam_North_Holland_Province.html"
"1136","Restaurant dolce vita","http://www.tripadvisor.com/Restaurant_Review-g188590-d4736732-Reviews-Restaurant_dolce_vita-Amsterdam_North_Holland_Province.html"
"1137","Cafe van Daele","http://www.tripadvisor.com/Restaurant_Review-g188590-d3595890-Reviews-Cafe_van_Daele-Amsterdam_North_Holland_Province.html"
"1138","The Mexican","http://www.tripadvisor.com/Restaurant_Review-g188590-d2196220-Reviews-The_Mexican-Amsterdam_North_Holland_Province.html"
"1139","Felicita","http://www.tripadvisor.com/Restaurant_Review-g188590-d1059678-Reviews-Felicita-Amsterdam_North_Holland_Province.html"
"1140","NeL","http://www.tripadvisor.com/Restaurant_Review-g188590-d1792098-Reviews-NeL-Amsterdam_North_Holland_Province.html"
"1141","Deegrollers","http://www.tripadvisor.com/Restaurant_Review-g188590-d4299528-Reviews-Deegrollers-Amsterdam_North_Holland_Province.html"
"1142","The Dutch Co.","http://www.tripadvisor.com/Restaurant_Review-g188590-d6947204-Reviews-The_Dutch_Co-Amsterdam_North_Holland_Province.html"
"1143","Croissanterie Jennifer","http://www.tripadvisor.com/Restaurant_Review-g188590-d2220016-Reviews-Croissanterie_Jennifer-Amsterdam_North_Holland_Province.html"
"1144","Cafe Kostverloren","http://www.tripadvisor.com/Restaurant_Review-g188590-d3672137-Reviews-Cafe_Kostverloren-Amsterdam_North_Holland_Province.html"
"1145","Restaurant Choux","http://www.tripadvisor.com/Restaurant_Review-g188590-d8308612-Reviews-Restaurant_Choux-Amsterdam_North_Holland_Province.html"
"1146","Yu Woah","http://www.tripadvisor.com/Restaurant_Review-g188590-d909332-Reviews-Yu_Woah-Amsterdam_North_Holland_Province.html"
"1147","Cafe Restaurant Stork","http://www.tripadvisor.com/Restaurant_Review-g188590-d2060541-Reviews-Cafe_Restaurant_Stork-Amsterdam_North_Holland_Province.html"
"1148","Helder","http://www.tripadvisor.com/Restaurant_Review-g188590-d7131887-Reviews-Helder-Amsterdam_North_Holland_Province.html"
"1149","&samhoud places Streetfood","http://www.tripadvisor.com/Restaurant_Review-g188590-d3446175-Reviews-Samhoud_places_Streetfood-Amsterdam_North_Holland_Province.html"
"1150","Mediacafe de Kroon","http://www.tripadvisor.com/Restaurant_Review-g188590-d696974-Reviews-Mediacafe_de_Kroon-Amsterdam_North_Holland_Province.html"
"1151","Dam Plaza","http://www.tripadvisor.com/Restaurant_Review-g188590-d786240-Reviews-Dam_Plaza-Amsterdam_North_Holland_Province.html"
"1152","Ristorante Le 4 Stagioni","http://www.tripadvisor.com/Restaurant_Review-g188590-d1822229-Reviews-Ristorante_Le_4_Stagioni-Amsterdam_North_Holland_Province.html"
"1153","Italians Restaurant","http://www.tripadvisor.com/Restaurant_Review-g188590-d3190256-Reviews-Italians_Restaurant-Amsterdam_North_Holland_Province.html"
"1154","Siam Thais Eetcafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d6353843-Reviews-Siam_Thais_Eetcafe-Amsterdam_North_Holland_Province.html"
"1155","Meneer Nilsson","http://www.tripadvisor.com/Restaurant_Review-g188590-d1553629-Reviews-Meneer_Nilsson-Amsterdam_North_Holland_Province.html"
"1156","Maesomjai","http://www.tripadvisor.com/Restaurant_Review-g188590-d6720377-Reviews-Maesomjai-Amsterdam_North_Holland_Province.html"
"1157","Cafe Heffer","http://www.tripadvisor.com/Restaurant_Review-g188590-d1035727-Reviews-Cafe_Heffer-Amsterdam_North_Holland_Province.html"
"1158","Stach","http://www.tripadvisor.com/Restaurant_Review-g188590-d7626864-Reviews-Stach-Amsterdam_North_Holland_Province.html"
"1159","Restaurant Piccolo Mondo Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d6765614-Reviews-Restaurant_Piccolo_Mondo_Amsterdam-Amsterdam_North_Holland_Province.html"
"1160","Toetanchamon ii","http://www.tripadvisor.com/Restaurant_Review-g188590-d7047304-Reviews-Toetanchamon_ii-Amsterdam_North_Holland_Province.html"
"1161","Sorel's Midtown Bar and Lounge","http://www.tripadvisor.com/Restaurant_Review-g188590-d4168906-Reviews-Sorel_s_Midtown_Bar_and_Lounge-Amsterdam_North_Holland_Province.html"
"1162","Cobra Cafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d1821345-Reviews-Cobra_Cafe-Amsterdam_North_Holland_Province.html"
"1163","Thai Fusion","http://www.tripadvisor.com/Restaurant_Review-g188590-d2196497-Reviews-Thai_Fusion-Amsterdam_North_Holland_Province.html"
"1164","Restaurant Take-Away the Good Chicken Society","http://www.tripadvisor.com/Restaurant_Review-g188590-d7372039-Reviews-Restaurant_Take_Away_the_Good_Chicken_Society-Amsterdam_North_Holland_Province.html"
"1165","Nyonya Malaysia Express","http://www.tripadvisor.com/Restaurant_Review-g188590-d1600467-Reviews-Nyonya_Malaysia_Express-Amsterdam_North_Holland_Province.html"
"1166","De Patatzaak","http://www.tripadvisor.com/Restaurant_Review-g188590-d7928571-Reviews-De_Patatzaak-Amsterdam_North_Holland_Province.html"
"1167","Morena aan de Amstel","http://www.tripadvisor.com/Restaurant_Review-g188590-d7653037-Reviews-Morena_aan_de_Amstel-Amsterdam_North_Holland_Province.html"
"1168","Parck","http://www.tripadvisor.com/Restaurant_Review-g188590-d2323375-Reviews-Parck-Amsterdam_North_Holland_Province.html"
"1169","Restaurant Vandaag","http://www.tripadvisor.com/Restaurant_Review-g188590-d4005067-Reviews-Restaurant_Vandaag-Amsterdam_North_Holland_Province.html"
"1170","Burgermeester in de Pijp","http://www.tripadvisor.com/Restaurant_Review-g188590-d7370704-Reviews-Burgermeester_in_de_Pijp-Amsterdam_North_Holland_Province.html"
"1171","IJssalon IJskoud De Beste","http://www.tripadvisor.com/Restaurant_Review-g188590-d7991770-Reviews-IJssalon_IJskoud_De_Beste-Amsterdam_North_Holland_Province.html"
"1172","The Dolphins","http://www.tripadvisor.com/Restaurant_Review-g188590-d8389391-Reviews-The_Dolphins-Amsterdam_North_Holland_Province.html"
"1173","Jopen Proeflokaal Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d8322797-Reviews-Jopen_Proeflokaal_Amsterdam-Amsterdam_North_Holland_Province.html"
"1174","Cannibale Royale Ruysdael","http://www.tripadvisor.com/Restaurant_Review-g188590-d8092429-Reviews-Cannibale_Royale_Ruysdael-Amsterdam_North_Holland_Province.html"
"1175","Stroopwafel Heaven","http://www.tripadvisor.com/Restaurant_Review-g188590-d8294100-Reviews-Stroopwafel_Heaven-Amsterdam_North_Holland_Province.html"
"1176","L' Arena","http://www.tripadvisor.com/Restaurant_Review-g188590-d3726477-Reviews-L_Arena-Amsterdam_North_Holland_Province.html"
"1177","Escape Caffe","http://www.tripadvisor.com/Restaurant_Review-g188590-d3336731-Reviews-Escape_Caffe-Amsterdam_North_Holland_Province.html"
"1178","Palorma","http://www.tripadvisor.com/Restaurant_Review-g188590-d3201344-Reviews-Palorma-Amsterdam_North_Holland_Province.html"
"1179","Cafe Katoen","http://www.tripadvisor.com/Restaurant_Review-g188590-d2701181-Reviews-Cafe_Katoen-Amsterdam_North_Holland_Province.html"
"1180","&samhoud places Restaurant","http://www.tripadvisor.com/Restaurant_Review-g188590-d8404619-Reviews-Samhoud_places_Restaurant-Amsterdam_North_Holland_Province.html"
"1181","Aguada cafe restaurant","http://www.tripadvisor.com/Restaurant_Review-g188590-d2040185-Reviews-Aguada_cafe_restaurant-Amsterdam_North_Holland_Province.html"
"1182","Miss Korea","http://www.tripadvisor.com/Restaurant_Review-g188590-d4371547-Reviews-Miss_Korea-Amsterdam_North_Holland_Province.html"
"1183","Kooning van Siam","http://www.tripadvisor.com/Restaurant_Review-g188590-d1111377-Reviews-Kooning_van_Siam-Amsterdam_North_Holland_Province.html"
"1184","Promenade","http://www.tripadvisor.com/Restaurant_Review-g188590-d4790003-Reviews-Promenade-Amsterdam_North_Holland_Province.html"
"1185","Bagels & Beans","http://www.tripadvisor.com/Restaurant_Review-g188590-d1194849-Reviews-Bagels_Beans-Amsterdam_North_Holland_Province.html"
"1186","Murphy's Bar","http://www.tripadvisor.com/Restaurant_Review-g188590-d3163396-Reviews-Murphy_s_Bar-Amsterdam_North_Holland_Province.html"
"1187","Rancho","http://www.tripadvisor.com/Restaurant_Review-g188590-d2161078-Reviews-Rancho-Amsterdam_North_Holland_Province.html"
"1188","La Brasa","http://www.tripadvisor.com/Restaurant_Review-g188590-d3157940-Reviews-La_Brasa-Amsterdam_North_Holland_Province.html"
"1189","'t Nieuwe Kafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d3610728-Reviews-T_Nieuwe_Kafe-Amsterdam_North_Holland_Province.html"
"1190","Koepelcafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d3377179-Reviews-Koepelcafe-Amsterdam_North_Holland_Province.html"
"1191","Wijnbar Paulus","http://www.tripadvisor.com/Restaurant_Review-g188590-d8131604-Reviews-Wijnbar_Paulus-Amsterdam_North_Holland_Province.html"
"1192","De Tokoman","http://www.tripadvisor.com/Restaurant_Review-g188590-d2284287-Reviews-De_Tokoman-Amsterdam_North_Holland_Province.html"
"1193","Thee & Wijn in Oost","http://www.tripadvisor.com/Restaurant_Review-g188590-d7215902-Reviews-Thee_Wijn_in_Oost-Amsterdam_North_Holland_Province.html"
"1194","Nam Kee Nieuwmarkt","http://www.tripadvisor.com/Restaurant_Review-g188590-d942169-Reviews-Nam_Kee_Nieuwmarkt-Amsterdam_North_Holland_Province.html"
"1195","Woest Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d4557193-Reviews-Woest_Amsterdam-Amsterdam_North_Holland_Province.html"
"1196","La Casa","http://www.tripadvisor.com/Restaurant_Review-g188590-d7970663-Reviews-La_Casa-Amsterdam_North_Holland_Province.html"
"1197","Buurman & Buurman","http://www.tripadvisor.com/Restaurant_Review-g188590-d8036108-Reviews-Buurman_Buurman-Amsterdam_North_Holland_Province.html"
"1198","Wildschut","http://www.tripadvisor.com/Restaurant_Review-g188590-d753232-Reviews-Wildschut-Amsterdam_North_Holland_Province.html"
"1199","Lee Ka Chu - Taste of Culture","http://www.tripadvisor.com/Restaurant_Review-g188590-d1449945-Reviews-Lee_Ka_Chu_Taste_of_Culture-Amsterdam_North_Holland_Province.html"
"1200","Indian Restaurant Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d7189015-Reviews-Indian_Restaurant_Amsterdam-Amsterdam_North_Holland_Province.html"
"1201","Kyoto","http://www.tripadvisor.com/Restaurant_Review-g188590-d2012073-Reviews-Kyoto-Amsterdam_North_Holland_Province.html"
"1202","Brasserie OCCO","http://www.tripadvisor.com/Restaurant_Review-g188590-d4173489-Reviews-Brasserie_OCCO-Amsterdam_North_Holland_Province.html"
"1203","Chao Phraya","http://www.tripadvisor.com/Restaurant_Review-g188590-d2178092-Reviews-Chao_Phraya-Amsterdam_North_Holland_Province.html"
"1204","Bar-B","http://www.tripadvisor.com/Restaurant_Review-g188590-d6938399-Reviews-Bar_B-Amsterdam_North_Holland_Province.html"
"1205","A-Fusion","http://www.tripadvisor.com/Restaurant_Review-g188590-d1104330-Reviews-A_Fusion-Amsterdam_North_Holland_Province.html"
"1206","De Pijp","http://www.tripadvisor.com/Restaurant_Review-g188590-d753262-Reviews-De_Pijp-Amsterdam_North_Holland_Province.html"
"1207","Forno Communale","http://www.tripadvisor.com/Restaurant_Review-g188590-d1221074-Reviews-Forno_Communale-Amsterdam_North_Holland_Province.html"
"1208","Umi Sushi & Grill","http://www.tripadvisor.com/Restaurant_Review-g188590-d1605551-Reviews-Umi_Sushi_Grill-Amsterdam_North_Holland_Province.html"
"1209","Brix","http://www.tripadvisor.com/Restaurant_Review-g188590-d806369-Reviews-Brix-Amsterdam_North_Holland_Province.html"
"1210","Manhattan Lounge Bar","http://www.tripadvisor.com/Restaurant_Review-g188590-d4085515-Reviews-Manhattan_Lounge_Bar-Amsterdam_North_Holland_Province.html"
"1211","Roopram Roti","http://www.tripadvisor.com/Restaurant_Review-g188590-d6507810-Reviews-Roopram_Roti-Amsterdam_North_Holland_Province.html"
"1212","Uliveto","http://www.tripadvisor.com/Restaurant_Review-g188590-d1894569-Reviews-Uliveto-Amsterdam_North_Holland_Province.html"
"1213","La Storia della Vita","http://www.tripadvisor.com/Restaurant_Review-g188590-d2714920-Reviews-La_Storia_della_Vita-Amsterdam_North_Holland_Province.html"
"1214","Le Pain Quotidien","http://www.tripadvisor.com/Restaurant_Review-g188590-d8001824-Reviews-Le_Pain_Quotidien-Amsterdam_North_Holland_Province.html"
"1215","Jefferson Bar-Restaurant","http://www.tripadvisor.com/Restaurant_Review-g188590-d5825950-Reviews-Jefferson_Bar_Restaurant-Amsterdam_North_Holland_Province.html"
"1216","Kularb Manee Thai Restaurant","http://www.tripadvisor.com/Restaurant_Review-g188590-d3219715-Reviews-Kularb_Manee_Thai_Restaurant-Amsterdam_North_Holland_Province.html"
"1217","Donna Sofia","http://www.tripadvisor.com/Restaurant_Review-g188590-d804389-Reviews-Donna_Sofia-Amsterdam_North_Holland_Province.html"
"1218","Dok48","http://www.tripadvisor.com/Restaurant_Review-g188590-d4007189-Reviews-Dok48-Amsterdam_North_Holland_Province.html"
"1219","Le Garage","http://www.tripadvisor.com/Restaurant_Review-g188590-d696961-Reviews-Le_Garage-Amsterdam_North_Holland_Province.html"
"1220","Tante Roosje","http://www.tripadvisor.com/Restaurant_Review-g188590-d2073168-Reviews-Tante_Roosje-Amsterdam_North_Holland_Province.html"
"1221","Fris","http://www.tripadvisor.com/Restaurant_Review-g188590-d8024450-Reviews-Fris-Amsterdam_North_Holland_Province.html"
"1222","The Cold Pressed Juicery","http://www.tripadvisor.com/Restaurant_Review-g188590-d7315770-Reviews-The_Cold_Pressed_Juicery-Amsterdam_North_Holland_Province.html"
"1223","Yogen Fruz","http://www.tripadvisor.com/Restaurant_Review-g188590-d4724122-Reviews-Yogen_Fruz-Amsterdam_North_Holland_Province.html"
"1224","Semifredo","http://www.tripadvisor.com/Restaurant_Review-g188590-d8145796-Reviews-Semifredo-Amsterdam_North_Holland_Province.html"
"1225","Tin Pan Alley","http://www.tripadvisor.com/Restaurant_Review-g188590-d2552719-Reviews-Tin_Pan_Alley-Amsterdam_North_Holland_Province.html"
"1226","Kinderkookkafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d4171079-Reviews-Kinderkookkafe-Amsterdam_North_Holland_Province.html"
"1227","Bar Brandstof","http://www.tripadvisor.com/Restaurant_Review-g188590-d2413084-Reviews-Bar_Brandstof-Amsterdam_North_Holland_Province.html"
"1228","Pata Negra II","http://www.tripadvisor.com/Restaurant_Review-g188590-d3608590-Reviews-Pata_Negra_II-Amsterdam_North_Holland_Province.html"
"1229","Cafe Reynders","http://www.tripadvisor.com/Restaurant_Review-g188590-d1776101-Reviews-Cafe_Reynders-Amsterdam_North_Holland_Province.html"
"1230","Taverna Barcelona","http://www.tripadvisor.com/Restaurant_Review-g188590-d797312-Reviews-Taverna_Barcelona-Amsterdam_North_Holland_Province.html"
"1231","Noara's","http://www.tripadvisor.com/Restaurant_Review-g188590-d4501919-Reviews-Noara_s-Amsterdam_North_Holland_Province.html"
"1232","A la plancha","http://www.tripadvisor.com/Restaurant_Review-g188590-d2005424-Reviews-A_la_plancha-Amsterdam_North_Holland_Province.html"
"1233","Don Quijote Que Mas","http://www.tripadvisor.com/Restaurant_Review-g188590-d5969544-Reviews-Don_Quijote_Que_Mas-Amsterdam_North_Holland_Province.html"
"1234","Restaurant Queen of Sheba","http://www.tripadvisor.com/Restaurant_Review-g188590-d2366456-Reviews-Restaurant_Queen_of_Sheba-Amsterdam_North_Holland_Province.html"
"1235","Dragon City","http://www.tripadvisor.com/Restaurant_Review-g188590-d2154440-Reviews-Dragon_City-Amsterdam_North_Holland_Province.html"
"1236","Sette Bello","http://www.tripadvisor.com/Restaurant_Review-g188590-d1497163-Reviews-Sette_Bello-Amsterdam_North_Holland_Province.html"
"1237","Eddy Spaghetti","http://www.tripadvisor.com/Restaurant_Review-g188590-d7905466-Reviews-Eddy_Spaghetti-Amsterdam_North_Holland_Province.html"
"1238","Joselito","http://www.tripadvisor.com/Restaurant_Review-g188590-d1466785-Reviews-Joselito-Amsterdam_North_Holland_Province.html"
"1239","KOBE house","http://www.tripadvisor.com/Restaurant_Review-g188590-d786238-Reviews-KOBE_house-Amsterdam_North_Holland_Province.html"
"1240","Lieve","http://www.tripadvisor.com/Restaurant_Review-g188590-d814006-Reviews-Lieve-Amsterdam_North_Holland_Province.html"
"1241","Spui Eigentijds","http://www.tripadvisor.com/Restaurant_Review-g188590-d4036247-Reviews-Spui_Eigentijds-Amsterdam_North_Holland_Province.html"
"1242","Restaurant Saray","http://www.tripadvisor.com/Restaurant_Review-g188590-d2063969-Reviews-Restaurant_Saray-Amsterdam_North_Holland_Province.html"
"1243","O'Donnel Irish Pub","http://www.tripadvisor.com/Restaurant_Review-g188590-d3418312-Reviews-O_Donnel_Irish_Pub-Amsterdam_North_Holland_Province.html"
"1244","Caramba","http://www.tripadvisor.com/Restaurant_Review-g188590-d753311-Reviews-Caramba-Amsterdam_North_Holland_Province.html"
"1245","Ristiranti Sushi All You Can Eat Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d5031263-Reviews-Ristiranti_Sushi_All_You_Can_Eat_Amsterdam-Amsterdam_North_Holland_Province.html"
"1246","O-Cha","http://www.tripadvisor.com/Restaurant_Review-g188590-d1437890-Reviews-O_Cha-Amsterdam_North_Holland_Province.html"
"1247","En Pluche","http://www.tripadvisor.com/Restaurant_Review-g188590-d7083353-Reviews-En_Pluche-Amsterdam_North_Holland_Province.html"
"1248","Land van Walem","http://www.tripadvisor.com/Restaurant_Review-g188590-d948925-Reviews-Land_van_Walem-Amsterdam_North_Holland_Province.html"
"1249","An","http://www.tripadvisor.com/Restaurant_Review-g188590-d753073-Reviews-An-Amsterdam_North_Holland_Province.html"
"1250","Holy Ravioli","http://www.tripadvisor.com/Restaurant_Review-g188590-d2392344-Reviews-Holy_Ravioli-Amsterdam_North_Holland_Province.html"
"1251","Ciao Bella Amsterdam","http://www.tripadvisor.com/Restaurant_Review-g188590-d7699871-Reviews-Ciao_Bella_Amsterdam-Amsterdam_North_Holland_Province.html"
"1252","Cafe de Kat in de Wijngaert","http://www.tripadvisor.com/Restaurant_Review-g188590-d6845314-Reviews-Cafe_de_Kat_in_de_Wijngaert-Amsterdam_North_Holland_Province.html"
"1253","Saint Paul's Lounge Cafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d1699790-Reviews-Saint_Paul_s_Lounge_Cafe-Amsterdam_North_Holland_Province.html"
"1254","Baan Thai","http://www.tripadvisor.com/Restaurant_Review-g188590-d2161149-Reviews-Baan_Thai-Amsterdam_North_Holland_Province.html"
"1255","Roomservice by Droog","http://www.tripadvisor.com/Restaurant_Review-g188590-d7215853-Reviews-Roomservice_by_Droog-Amsterdam_North_Holland_Province.html"
"1256","Teppanyaki Nippon","http://www.tripadvisor.com/Restaurant_Review-g188590-d794176-Reviews-Teppanyaki_Nippon-Amsterdam_North_Holland_Province.html"
"1257","De Pilsener Club","http://www.tripadvisor.com/Restaurant_Review-g188590-d7932780-Reviews-De_Pilsener_Club-Amsterdam_North_Holland_Province.html"
"1258","The Tara Irish Pub","http://www.tripadvisor.com/Restaurant_Review-g188590-d1425824-Reviews-The_Tara_Irish_Pub-Amsterdam_North_Holland_Province.html"
"1259","Roc Elements","http://www.tripadvisor.com/Restaurant_Review-g188590-d2234511-Reviews-Roc_Elements-Amsterdam_North_Holland_Province.html"
"1260","Restaurant Toscana","http://www.tripadvisor.com/Restaurant_Review-g188590-d1437304-Reviews-Restaurant_Toscana-Amsterdam_North_Holland_Province.html"
"1261","Saint Paul's Lounge Cafe","http://www.tripadvisor.com/Restaurant_Review-g188590-d1699790-Reviews-Saint_Paul_s_Lounge_Cafe-Amsterdam_North_Holland_Province.html"
"1262","De Pilsener Club","http://www.tripadvisor.com/Restaurant_Review-g188590-d7932780-Reviews-De_Pilsener_Club-Amsterdam_North_Holland_Province.html"
"1263","Roc Elements","http://www.tripadvisor.com/Restaurant_Review-g188590-d2234511-Reviews-Roc_Elements-Amsterdam_North_Holland_Province.html"
"1264","Barra","http://www.tripadvisor.com/Restaurant_Review-g188590-d2479131-Reviews-Barra-Amsterdam_North_Holland_Province.html"
"1265","Boteco Lucio","http://www.tripadvisor.com/Restaurant_Review-g188590-d3442605-Reviews-Boteco_Lucio-Amsterdam_North_Holland_Province.html"
"1266","Hotel Old Quarter","http://www.tripadvisor.com/Restaurant_Review-g188590-d3242830-Reviews-Hotel_Old_Quarter-Amsterdam_North_Holland_Province.html"
"1267","Kam Yin","http://www.tripadvisor.com/Restaurant_Review-g188590-d1067497-Reviews-Kam_Yin-Amsterdam_North_Holland_Province.html"
"1268","Cafe Trinity Bar","http://www.tripadvisor.com/Restaurant_Review-g188590-d4760428-Reviews-Cafe_Trinity_Bar-Amsterdam_North_Holland_Province.html"
"1269","Eetcafe Moos","http://www.tripadvisor.com/Restaurant_Review-g188590-d3666582-Reviews-Eetcafe_Moos-Amsterdam_North_Holland_Province.html"
"1270","Henk","http://www.tripadvisor.com/Restaurant_Review-g188590-d7318448-Reviews-Henk-Amsterdam_North_Holland_Province.html"
"1271","Lunchcafe De Spiegel","http://www.tripadvisor.com/Restaurant_Review-g188590-d3631021-Reviews-Lunchcafe_De_Spiegel-Amsterdam_North_Holland_Province.html"
